"name","notch","supername","package","side"
"SaveOldDir","mi","PlayerNBTManager","net/minecraft/src","1"
"ItemHoe","ks","Item","net/minecraft/src","1"
"Packet54PlayNoteBlock","va","Packet","net/minecraft/src","1"
"BlockNetherrack","xt","Block","net/minecraft/src","1"
"IBlockAccess","wy","","net/minecraft/src","1"
"EntityEnderman","mb","EntityMob","net/minecraft/src","1"
"IPlayerFileData","ii","","net/minecraft/src","1"
"BlockRedstoneRepeater","wa","Block","net/minecraft/src","1"
"Packet2Handshake","ma","Packet","net/minecraft/src","1"
"ItemRecord","sn","Item","net/minecraft/src","1"
"WorldGenFlowers","bg","WorldGenerator","net/minecraft/src","1"
"BlockTallGrass","qv","BlockFlower","net/minecraft/src","1"
"ComponentStrongholdCrossing","up","ComponentStronghold","net/minecraft/src","1"
"ThreadedFileIOBase","ct","","net/minecraft/src","1"
"EntityFlying","wc","EntityLiving","net/minecraft/src","1"
"EnumCreatureAttribute","bq","","net/minecraft/src","1"
"RegionFileChunkBuffer","id","","net/minecraft/src","1"
"NetworkReaderThread","wu","","net/minecraft/src","1"
"MaterialPortal","of","Material","net/minecraft/src","1"
"Packet106Transaction","nv","Packet","net/minecraft/src","1"
"MovingObjectPosition","uc","","net/minecraft/src","1"
"BlockTNT","ai","Block","net/minecraft/src","1"
"Material","lg","","net/minecraft/src","1"
"ComponentNetherBridgeStraight","du","ComponentNetherBridgePiece","net/minecraft/src","1"
"BlockStationary","nh","BlockFluid","net/minecraft/src","1"
"ChunkPosition","vo","","net/minecraft/src","1"
"BlockLeavesBase","nb","Block","net/minecraft/src","1"
"NextTickListEntry","qa","","net/minecraft/src","1"
"InventoryCrafting","mc","","net/minecraft/src","1"
"ComponentStrongholdRightTurn","od","ComponentStrongholdLeftTurn","net/minecraft/src","1"
"EntityPigZombie","xj","EntityZombie","net/minecraft/src","1"
"Facing","vs","","net/minecraft/src","1"
"GenLayerSnow","az","GenLayer","net/minecraft/src","1"
"ItemStack","jb","","net/minecraft/src","1"
"ItemPotion","ft","Item","net/minecraft/src","1"
"Packet31RelEntityMove","rt","Packet30Entity","net/minecraft/src","1"
"SaveFormatOld","sl","","net/minecraft/src","1"
"MaterialWeb","jq","Material","net/minecraft/src","1"
"BlockFence","jv","Block","net/minecraft/src","1"
"MapGenStructure","qp","MapGenBase","net/minecraft/src","1"
"BlockLeaves","bm","BlockLeavesBase","net/minecraft/src","1"
"BlockNote","oy","BlockContainer","net/minecraft/src","1"
"BlockLockedChest","ki","Block","net/minecraft/src","1"
"BiomeGenDesert","rw","BiomeGenBase","net/minecraft/src","1"
"StructureVillagePieceWeight","ex","","net/minecraft/src","1"
"EnchantmentDigging","dq","Enchantment","net/minecraft/src","1"
"EnumDoorHelper","au","","net/minecraft/src","1"
"EntityFallingSand","jt","Entity","net/minecraft/src","1"
"ChunkFilePattern","qs","","net/minecraft/src","1"
"ItemEnderEye","ud","Item","net/minecraft/src","1"
"Packet28EntityVelocity","gu","Packet","net/minecraft/src","1"
"ComponentVillagePathGen","so","ComponentVillageRoadPiece","net/minecraft/src","1"
"MapGenStronghold","fz","MapGenStructure","net/minecraft/src","1"
"ServerWindowAdapter","ab","","net/minecraft/src","1"
"WorldGenDeadBush","kj","WorldGenerator","net/minecraft/src","1"
"ISaveHandler","wg","","net/minecraft/src","1"
"BlockFenceGate","tt","Block","net/minecraft/src","1"
"Packet130UpdateSign","td","Packet","net/minecraft/src","1"
"WorldProviderEnd","lb","WorldProvider","net/minecraft/src","1"
"ComponentNetherBridgeCrossing3","pm","ComponentNetherBridgePiece","net/minecraft/src","1"
"ItemPainting","xw","Item","net/minecraft/src","1"
"EnchantmentKnockback","pc","Enchantment","net/minecraft/src","1"
"WorldGenDungeons","ev","WorldGenerator","net/minecraft/src","1"
"WorldGenSand","gl","WorldGenerator","net/minecraft/src","1"
"BlockCactus","nz","Block","net/minecraft/src","1"
"PacketCount","vn","","net/minecraft/src","1"
"EntityPlayer","gz","EntityLiving","net/minecraft/src","1"
"ItemColored","wm","ItemBlock","net/minecraft/src","1"
"BiomeGenBase","kb","","net/minecraft/src","1"
"MaterialLiquid","rg","Material","net/minecraft/src","1"
"SaveConverterMcRegion","ho","SaveFormatOld","net/minecraft/src","1"
"Packet12PlayerLook","ug","Packet10Flying","net/minecraft/src","1"
"ContainerEnchantment","iq","Container","net/minecraft/src","1"
"Packet6SpawnPosition","qe","Packet","net/minecraft/src","1"
"BlockBreakable","jo","Block","net/minecraft/src","1"
"BiomeGenSnow","pb","BiomeGenBase","net/minecraft/src","1"
"IChunkProvider","co","","net/minecraft/src","1"
"TileEntityEndPortal","ci","TileEntity","net/minecraft/src","1"
"EntityXPOrb","cn","Entity","net/minecraft/src","1"
"ComponentStrongholdPortalRoom","lf","ComponentStronghold","net/minecraft/src","1"
"StructureBoundingBox","vb","","net/minecraft/src","1"
"BlockMushroom","sf","BlockFlower","net/minecraft/src","1"
"PathFinder","ge","","net/minecraft/src","1"
"EntityDragon","sy","EntityDragonBase","net/minecraft/src","1"
"WorldGenLakes","dm","WorldGenerator","net/minecraft/src","1"
"IUpdatePlayerListBox","fe","","net/minecraft/src","1"
"LongHashMapEntry","pv","","net/minecraft/src","1"
"RConThreadBase","uu","","net/minecraft/src","1"
"WorldGenLiquids","wx","WorldGenerator","net/minecraft/src","1"
"BlockObsidian","ff","BlockStone","net/minecraft/src","1"
"WorldGenTallGrass","ar","WorldGenerator","net/minecraft/src","1"
"Packet13PlayerLookMove","ey","Packet10Flying","net/minecraft/src","1"
"StructureStrongholdPieceWeight3","av","StructureStrongholdPieceWeight","net/minecraft/src","1"
"BlockIce","mv","BlockBreakable","net/minecraft/src","1"
"TileEntityMobSpawner","de","TileEntity","net/minecraft/src","1"
"Packet107CreativeSetSlot","dy","Packet","net/minecraft/src","1"
"PlayerInstance","al","","net/minecraft/src","1"
"ComponentStrongholdStairs2","w","ComponentStrongholdStairs","net/minecraft/src","1"
"EntityWolf","gs","EntityAnimal","net/minecraft/src","1"
"ItemDoor","ia","Item","net/minecraft/src","1"
"WorldInfo","eo","","net/minecraft/src","1"
"Packet","kf","","net/minecraft/src","1"
"EntitySnowball","cc","EntityThrowable","net/minecraft/src","1"
"ItemShears","bp","Item","net/minecraft/src","1"
"EntityVillager","fm","EntityCreature","net/minecraft/src","1"
"Entity","rn","","net/minecraft/src","1"
"StructureNetherBridgePieceWeight","rr","","net/minecraft/src","1"
"IChunkLoader","bh","","net/minecraft/src","1"
"EntitySnowmanBase","vz","EntityCreature","net/minecraft/src","1"
"BlockRedstoneOre","bw","Block","net/minecraft/src","1"
"StructureMineshaftPieces","iv","","net/minecraft/src","1"
"EnchantmentUntouching","ld","Enchantment","net/minecraft/src","1"
"NBTTagDouble","rv","NBTBase","net/minecraft/src","1"
"BlockDetectorRail","os","BlockRail","net/minecraft/src","1"
"ChatAllowedCharacters","fx","","net/minecraft/src","1"
"AxisAlignedBB","eu","","net/minecraft/src","1"
"WorldGenMinable","fr","WorldGenerator","net/minecraft/src","1"
"ItemBucketMilk","tm","Item","net/minecraft/src","1"
"ComponentNetherBridgeNetherStalkRoom","fc","ComponentNetherBridgePiece","net/minecraft/src","1"
"GenLayerVillageLandscape","sg","GenLayer","net/minecraft/src","1"
"TileEntitySign","xu","TileEntity","net/minecraft/src","1"
"ComponentStrongholdLeftTurn","sh","ComponentStronghold","net/minecraft/src","1"
"BlockStone","es","Block","net/minecraft/src","1"
"Packet100OpenWindow","iz","Packet","net/minecraft/src","1"
"ComponentNetherBridgeStairs","mw","ComponentNetherBridgePiece","net/minecraft/src","1"
"ComponentVillageWoodHut","yd","ComponentVillage","net/minecraft/src","1"
"Packet23VehicleSpawn","ro","Packet","net/minecraft/src","1"
"PathPoint","e","","net/minecraft/src","1"
"BiomeGenEnd","ie","BiomeGenBase","net/minecraft/src","1"
"EntitySlime","tn","EntityLiving","net/minecraft/src","1"
"Packet102WindowClick","pw","Packet","net/minecraft/src","1"
"ItemSoup","cd","ItemFood","net/minecraft/src","1"
"WorldGenSwamp","bk","WorldGenerator","net/minecraft/src","1"
"EntityEgg","uz","EntityThrowable","net/minecraft/src","1"
"ThreadLoginVerifier","eq","","net/minecraft/src","1"
"Packet43Experience","ky","Packet","net/minecraft/src","1"
"Packet27Position","pl","Packet","net/minecraft/src","1"
"EnumDoor","pt","","net/minecraft/src","1"
"GenLayerMushroomIsland","kd","GenLayer","net/minecraft/src","1"
"MaterialTransparent","lm","Material","net/minecraft/src","1"
"ISaveFormat","mz","","net/minecraft/src","1"
"ComponentMineshaftCorridor","rz","StructureComponent","net/minecraft/src","1"
"EntityItem","hp","Entity","net/minecraft/src","1"
"GenLayerRiverMix","vw","GenLayer","net/minecraft/src","1"
"NBTTagShort","tg","NBTBase","net/minecraft/src","1"
"EnumToolMaterial","by","","net/minecraft/src","1"
"BlockCake","th","Block","net/minecraft/src","1"
"ItemBoat","ua","Item","net/minecraft/src","1"
"BlockPressurePlate","bz","Block","net/minecraft/src","1"
"SpawnListEntry","bl","WeightedRandomChoice","net/minecraft/src","1"
"EntitySkeleton","ga","EntityMob","net/minecraft/src","1"
"BlockFluid","qr","Block","net/minecraft/src","1"
"EnchantmentProtection","qg","Enchantment","net/minecraft/src","1"
"PathEntity","dk","","net/minecraft/src","1"
"BlockSoulSand","nj","Block","net/minecraft/src","1"
"TileEntityPiston","tf","TileEntity","net/minecraft/src","1"
"BlockJukeBox","fw","BlockContainer","net/minecraft/src","1"
"StepSoundStone","an","StepSound","net/minecraft/src","1"
"ItemLilyPad","qm","ItemColored","net/minecraft/src","1"
"ItemSlab","er","ItemBlock","net/minecraft/src","1"
"Packet42RemoveEntityEffect","mx","Packet","net/minecraft/src","1"
"ItemPiston","pr","ItemBlock","net/minecraft/src","1"
"Packet4UpdateTime","hn","Packet","net/minecraft/src","1"
"EntityFishHook","lq","Entity","net/minecraft/src","1"
"EntityDamageSource","hi","DamageSource","net/minecraft/src","1"
"EnumArt","it","","net/minecraft/src","1"
"Packet29DestroyEntity","qw","Packet","net/minecraft/src","1"
"EnumSkyBlock","ei","","net/minecraft/src","1"
"GuiStatsComponent","kp","","net/minecraft/src","1"
"CompressedStreamTools","ax","","net/minecraft/src","1"
"BiomeCacheBlock","tb","","net/minecraft/src","1"
"ThreadedChunkLoader","oc","","net/minecraft/src","1"
"EntitySpider","cq","EntityMob","net/minecraft/src","1"
"StructureVillageStart","gg","StructureStart","net/minecraft/src","1"
"EntityMinecart","xv","Entity","net/minecraft/src","1"
"ItemSnowball","dn","Item","net/minecraft/src","1"
"EntityAnimal","bi","EntityCreature","net/minecraft/src","1"
"EntityPotion","bs","EntityThrowable","net/minecraft/src","1"
"IMob","fj","","net/minecraft/src","1"
"BlockDoor","ku","Block","net/minecraft/src","1"
"WatchableObject","lt","","net/minecraft/src","1"
"BlockCrops","mt","BlockFlower","net/minecraft/src","1"
"RecipesIngots","sk","","net/minecraft/src","1"
"StepSound","db","","net/minecraft/src","1"
"Packet7UseEntity","a","Packet","net/minecraft/src","1"
"RConUtils","io","","net/minecraft/src","1"
"Packet105UpdateProgressbar","mj","Packet","net/minecraft/src","1"
"BiomeGenMushroomIsland","ip","BiomeGenBase","net/minecraft/src","1"
"SlotCrafting","yg","Slot","net/minecraft/src","1"
"MapStorage","hf","","net/minecraft/src","1"
"RConConsoleSource","vj","","net/minecraft/src","1"
"StructureStrongholdPieceWeight","rl","","net/minecraft/src","1"
"WorldGenFire","xb","WorldGenerator","net/minecraft/src","1"
"BlockStep","ya","Block","net/minecraft/src","1"
"ThreadCommandReader","cy","","net/minecraft/src","1"
"StatBasic","xn","StatBase","net/minecraft/src","1"
"BlockRedstoneWire","rm","Block","net/minecraft/src","1"
"BlockGrass","wb","Block","net/minecraft/src","1"
"Explosion","py","","net/minecraft/src","1"
"ComponentStrongholdPrison","og","ComponentStronghold","net/minecraft/src","1"
"ItemEgg","lz","Item","net/minecraft/src","1"
"StructureVillagePieces","xr","","net/minecraft/src","1"
"BlockRail","ok","Block","net/minecraft/src","1"
"ComponentVillageChurch","ob","ComponentVillage","net/minecraft/src","1"
"ComponentNetherBridgeThrone","vd","ComponentNetherBridgePiece","net/minecraft/src","1"
"MapGenRavine","wo","MapGenBase","net/minecraft/src","1"
"BlockOre","mf","Block","net/minecraft/src","1"
"BiomeGenPlains","mu","BiomeGenBase","net/minecraft/src","1"
"DataWatcher","su","","net/minecraft/src","1"
"PotionHelper","km","","net/minecraft/src","1"
"Packet20NamedEntitySpawn","lw","Packet","net/minecraft/src","1"
"SlotBrewingStandIngredient","dd","Slot","net/minecraft/src","1"
"ItemCoal","qy","Item","net/minecraft/src","1"
"EntityEnderEye","ck","Entity","net/minecraft/src","1"
"Packet3Chat","op","Packet","net/minecraft/src","1"
"TileEntityBrewingStand","xx","TileEntity","net/minecraft/src","1"
"BlockMycelium","xi","Block","net/minecraft/src","1"
"EntityGiantZombie","nf","EntityMob","net/minecraft/src","1"
"RConThreadQuery","sv","RConThreadBase","net/minecraft/src","1"
"Packet38EntityStatus","jg","Packet","net/minecraft/src","1"
"ItemArmor","vf","Item","net/minecraft/src","1"
"EnumAction","jf","","net/minecraft/src","1"
"ItemInWorldManager","to","","net/minecraft/src","1"
"ComponentStrongholdStairs","ig","ComponentStronghold","net/minecraft/src","1"
"Packet33RelEntityMoveLook","pe","Packet30Entity","net/minecraft/src","1"
"AchievementMap","b","","net/minecraft/src","1"
"Potion","ir","","net/minecraft/src","1"
"ComponentVillageTorch","oe","ComponentVillage","net/minecraft/src","1"
"BlockSand","gv","Block","net/minecraft/src","1"
"StructureStrongholdStones","ue","StructurePieceBlockSelector","net/minecraft/src","1"
"WorldGenPumpkin","wl","WorldGenerator","net/minecraft/src","1"
"NBTTagCompound","ng","NBTBase","net/minecraft/src","1"
"WorldGenGlowStone2","rf","WorldGenerator","net/minecraft/src","1"
"Packet41EntityEffect","dx","Packet","net/minecraft/src","1"
"ComponentMineshaftCross","my","StructureComponent","net/minecraft/src","1"
"ICrafting","ej","","net/minecraft/src","1"
"ItemFishingRod","da","Item","net/minecraft/src","1"
"EntitySquid","xc","EntityWaterMob","net/minecraft/src","1"
"BiomeGenForest","qd","BiomeGenBase","net/minecraft/src","1"
"EntityCaveSpider","hl","EntitySpider","net/minecraft/src","1"
"MapGenCavesHell","ou","MapGenBase","net/minecraft/src","1"
"NBTTagFloat","q","NBTBase","net/minecraft/src","1"
"PotionEffect","ww","","net/minecraft/src","1"
"ComponentStrongholdStraight","nu","ComponentStronghold","net/minecraft/src","1"
"ComponentNetherBridgePiece","jh","StructureComponent","net/minecraft/src","1"
"TileEntityFurnace","rj","TileEntity","net/minecraft/src","1"
"EntityLiving","lk","Entity","net/minecraft/src","1"
"LayerIsland","oj","GenLayer","net/minecraft/src","1"
"ServerConfigurationManager","hv","","net/minecraft/src","1"
"IInvBasic","hz","","net/minecraft/src","1"
"TileEntityEnchantmentTable","cj","TileEntity","net/minecraft/src","1"
"ChunkLoader","sj","","net/minecraft/src","1"
"GenLayerIsland","cg","GenLayer","net/minecraft/src","1"
"BlockWeb","qq","Block","net/minecraft/src","1"
"ItemSapling","md","ItemBlock","net/minecraft/src","1"
"ComponentVillageField","p","ComponentVillage","net/minecraft/src","1"
"EmptyChunk","kz","Chunk","net/minecraft/src","1"
"ThreadServerApplication","cu","","net/minecraft/src","1"
"ComponentVillageField2","vc","ComponentVillage","net/minecraft/src","1"
"NBTTagString","wq","NBTBase","net/minecraft/src","1"
"ChunkBlockMap","uj","","net/minecraft/src","1"
"GenLayerRiver","hr","GenLayer","net/minecraft/src","1"
"ShapelessRecipes","sp","","net/minecraft/src","1"
"BlockSponge","wr","Block","net/minecraft/src","1"
"BlockStem","np","BlockFlower","net/minecraft/src","1"
"ItemMinecart","qn","Item","net/minecraft/src","1"
"BlockWorkbench","fo","Block","net/minecraft/src","1"
"Packet26EntityExpOrb","ot","Packet","net/minecraft/src","1"
"MapGenVillage","ao","MapGenStructure","net/minecraft/src","1"
"BiomeGenRiver","ml","BiomeGenBase","net/minecraft/src","1"
"Packet201PlayerInfo","ef","Packet","net/minecraft/src","1"
"EntityCreature","il","EntityLiving","net/minecraft/src","1"
"Teleporter","ti","","net/minecraft/src","1"
"BlockNetherStalk","xf","BlockFlower","net/minecraft/src","1"
"StructureStrongholdPieceWeight2","aw","StructureStrongholdPieceWeight","net/minecraft/src","1"
"MapColor","ec","","net/minecraft/src","1"
"StructureStrongholdPieces","jn","","net/minecraft/src","1"
"RailLogic","uo","","net/minecraft/src","1"
"MapCoord","bb","","net/minecraft/src","1"
"Achievement","ni","StatBase","net/minecraft/src","1"
"TileEntityRecordPlayer","en","TileEntity","net/minecraft/src","1"
"ComponentVillageHouse1","ve","ComponentVillage","net/minecraft/src","1"
"BiomeGenOcean","aq","BiomeGenBase","net/minecraft/src","1"
"NetServerHandler","kt","NetHandler","net/minecraft/src","1"
"BiomeDecorator","go","","net/minecraft/src","1"
"BlockDragonEgg","eb","Block","net/minecraft/src","1"
"ConsoleCommandHandler","sc","","net/minecraft/src","1"
"BlockPistonMoving","tk","BlockContainer","net/minecraft/src","1"
"Path","kv","","net/minecraft/src","1"
"RConThreadMain","pd","RConThreadBase","net/minecraft/src","1"
"Item","gw","","net/minecraft/src","1"
"TileEntity","oh","","net/minecraft/src","1"
"BlockFlowing","nx","BlockFluid","net/minecraft/src","1"
"ComponentStrongholdChestCorridor","gx","ComponentStronghold","net/minecraft/src","1"
"WorldGenTaiga1","pa","WorldGenerator","net/minecraft/src","1"
"InventoryPlayer","ja","","net/minecraft/src","1"
"Slot","gy","","net/minecraft/src","1"
"Direction","jj","","net/minecraft/src","1"
"ItemBed","lh","Item","net/minecraft/src","1"
"Packet108EnchantItem","oq","Packet","net/minecraft/src","1"
"EntityCreeper","gj","EntityMob","net/minecraft/src","1"
"Packet101CloseWindow","ly","Packet","net/minecraft/src","1"
"EntitySmallFireball","ux","EntityFireball","net/minecraft/src","1"
"Packet24MobSpawn","jl","Packet","net/minecraft/src","1"
"WorldManager","fn","","net/minecraft/src","1"
"ItemRedstone","ih","Item","net/minecraft/src","1"
"ThreadedChunkLoaderPending","xq","","net/minecraft/src","1"
"Packet14BlockDig","ju","Packet","net/minecraft/src","1"
"MapInfo","ri","","net/minecraft/src","1"
"ItemTool","dv","Item","net/minecraft/src","1"
"Container","ea","","net/minecraft/src","1"
"EntityPig","vr","EntityAnimal","net/minecraft/src","1"
"EnchantmentDurability","eg","Enchantment","net/minecraft/src","1"
"EntityMagmaCube","sm","EntitySlime","net/minecraft/src","1"
"Packet5PlayerInventory","r","Packet","net/minecraft/src","1"
"BlockBrewingStand","fh","BlockContainer","net/minecraft/src","1"
"NoiseGeneratorOctaves","sw","NoiseGenerator","net/minecraft/src","1"
"ItemBlock","cl","Item","net/minecraft/src","1"
"BlockPumpkin","fg","Block","net/minecraft/src","1"
"Packet30Entity","sz","Packet","net/minecraft/src","1"
"StructureNetherBridgePieces","lu","","net/minecraft/src","1"
"InventoryBasic","pq","","net/minecraft/src","1"
"ItemFood","yf","Item","net/minecraft/src","1"
"EnchantmentOxygen","ut","Enchantment","net/minecraft/src","1"
"EnchantmentWaterWorker","xh","Enchantment","net/minecraft/src","1"
"EntityThrowable","bc","Entity","net/minecraft/src","1"
"Packet255KickDisconnect","xz","Packet","net/minecraft/src","1"
"StatCrafting","st","StatBase","net/minecraft/src","1"
"ItemBow","qb","Item","net/minecraft/src","1"
"WorldGenBigTree","im","WorldGenerator","net/minecraft/src","1"
"ItemSeeds","ql","Item","net/minecraft/src","1"
"SlotBrewingStandPotion","lj","Slot","net/minecraft/src","1"
"WorldGenGlowStone1","gn","WorldGenerator","net/minecraft/src","1"
"IServer","vp","","net/minecraft/src","1"
"PlayerListBox","m","","net/minecraft/src","1"
"RecipesFood","no","","net/minecraft/src","1"
"ContainerDispenser","rh","Container","net/minecraft/src","1"
"BlockSnowBlock","ac","Block","net/minecraft/src","1"
"ComponentNetherBridgeEntrance","tv","ComponentNetherBridgePiece","net/minecraft/src","1"
"PlayerManager","wi","","net/minecraft/src","1"
"EntityGhast","bv","EntityFlying","net/minecraft/src","1"
"NBTTagLong","lx","NBTBase","net/minecraft/src","1"
"Empty3","om","","net/minecraft/src","1"
"Packet131MapData","aj","Packet","net/minecraft/src","1"
"StructureNetherBridgeEnd","ko","ComponentNetherBridgePiece","net/minecraft/src","1"
"EntityArrow","rk","Entity","net/minecraft/src","1"
"RegionFile","pj","","net/minecraft/src","1"
"ServerGuiCommandListener","ad","","net/minecraft/src","1"
"BlockRedstoneTorch","df","BlockTorch","net/minecraft/src","1"
"BlockButton","ns","Block","net/minecraft/src","1"
"BlockBed","ub","Block","net/minecraft/src","1"
"NoiseGeneratorPerlin","ap","NoiseGenerator","net/minecraft/src","1"
"StatCollector","dr","","net/minecraft/src","1"
"GenLayer","el","","net/minecraft/src","1"
"RegionFileCache","qk","","net/minecraft/src","1"
"ItemSpade","vh","ItemTool","net/minecraft/src","1"
"ComponentMineshaftRoom","h","StructureComponent","net/minecraft/src","1"
"EnumArmorMaterial","cx","","net/minecraft/src","1"
"ComponentVillageHouse4_Garden","gp","ComponentVillage","net/minecraft/src","1"
"ComponentNetherBridgeCorridor5","ne","ComponentNetherBridgePiece","net/minecraft/src","1"
"NBTTagEnd","kx","NBTBase","net/minecraft/src","1"
"EnchantmentData","on","WeightedRandomChoice","net/minecraft/src","1"
"GenLayerRiverInit","mp","GenLayer","net/minecraft/src","1"
"IStatType","vt","","net/minecraft/src","1"
"BlockPistonBase","jp","Block","net/minecraft/src","1"
"Packet8UpdateHealth","ew","Packet","net/minecraft/src","1"
"GuiLogFormatter","ic","","net/minecraft/src","1"
"CraftingManager","hq","","net/minecraft/src","1"
"FurnaceRecipes","fb","","net/minecraft/src","1"
"EntityTracker","uh","","net/minecraft/src","1"
"ComponentStrongholdStairsStraight","nk","ComponentStronghold","net/minecraft/src","1"
"EnumMovingObjectType","ji","","net/minecraft/src","1"
"ConsoleLogFormatter","vy","","net/minecraft/src","1"
"NBTTagByte","ps","NBTBase","net/minecraft/src","1"
"EnchantmentLootBonus","ol","Enchantment","net/minecraft/src","1"
"WorldGenForest","l","WorldGenerator","net/minecraft/src","1"
"StructureComponent","jx","","net/minecraft/src","1"
"BlockDirt","oa","Block","net/minecraft/src","1"
"EntityPlayerMP","fl","EntityPlayer","net/minecraft/src","1"
"ServerCommand","ay","","net/minecraft/src","1"
"WeightedRandom","tx","","net/minecraft/src","1"
"BlockCloth","ek","Block","net/minecraft/src","1"
"DamageSource","po","","net/minecraft/src","1"
"Packet15Place","ha","Packet","net/minecraft/src","1"
"Packet18Animation","na","Packet","net/minecraft/src","1"
"ComponentNetherBridgeCorridor","lo","ComponentNetherBridgePiece","net/minecraft/src","1"
"RecipesCrafting","jy","","net/minecraft/src","1"
"TileEntityNote","si","TileEntity","net/minecraft/src","1"
"ShapedRecipes","ix","","net/minecraft/src","1"
"WorldSettings","hg","","net/minecraft/src","1"
"EnumStatus","dc","","net/minecraft/src","1"
"EntityLightningBolt","d","EntityWeatherEffect","net/minecraft/src","1"
"StructurePieceTreasure","ib","WeightedRandomChoice","net/minecraft/src","1"
"GenLayerSmoothZoom","li","GenLayer","net/minecraft/src","1"
"EntityMooshroom","se","EntityCow","net/minecraft/src","1"
"BlockFarmland","um","Block","net/minecraft/src","1"
"ItemEnderPearl","ke","Item","net/minecraft/src","1"
"WorldProviderSurface","qi","WorldProvider","net/minecraft/src","1"
"RecipesDyes","mo","","net/minecraft/src","1"
"IThreadedFileIO","gm","","net/minecraft/src","1"
"Packet103SetSlot","hx","Packet","net/minecraft/src","1"
"Packet34EntityTeleport","qh","Packet","net/minecraft/src","1"
"NBTTagInt","ox","NBTBase","net/minecraft/src","1"
"Packet53BlockChange","ss","Packet","net/minecraft/src","1"
"SlotArmor","oz","Slot","net/minecraft/src","1"
"GuiLogOutputHandler","dt","","net/minecraft/src","1"
"Profiler","pf","","net/minecraft/src","1"
"World","fi","","net/minecraft/src","1"
"IWorldAccess","ow","","net/minecraft/src","1"
"EntityWeatherEffect","yh","Entity","net/minecraft/src","1"
"EntityTrackerEntry","hy","","net/minecraft/src","1"
"GenLayerZoom","eh","GenLayer","net/minecraft/src","1"
"EntitySheep","do","EntityAnimal","net/minecraft/src","1"
"ChunkCache","fa","","net/minecraft/src","1"
"Packet19EntityAction","sq","Packet","net/minecraft/src","1"
"INpc","us","","net/minecraft/src","1"
"MapGenWaterlily","ms","WorldGenerator","net/minecraft/src","1"
"IntCache","af","","net/minecraft/src","1"
"ChunkCoordIntPair","yi","","net/minecraft/src","1"
"ComponentVillageHouse2","di","ComponentVillage","net/minecraft/src","1"
"ItemReed","ln","Item","net/minecraft/src","1"
"ItemGlassBottle","sx","Item","net/minecraft/src","1"
"BlockContainer","qx","Block","net/minecraft/src","1"
"GenLayerSmooth","hh","GenLayer","net/minecraft/src","1"
"Packet52MultiBlockChange","wj","Packet","net/minecraft/src","1"
"NetworkMasterThread","ws","","net/minecraft/src","1"
"BlockMelon","fk","Block","net/minecraft/src","1"
"BlockChest","f","BlockContainer","net/minecraft/src","1"
"EnchantmentModifierLiving","xp","","net/minecraft/src","1"
"ComponentStronghold","hc","StructureComponent","net/minecraft/src","1"
"BlockStairs","rs","Block","net/minecraft/src","1"
"Packet21PickupSpawn","mn","Packet","net/minecraft/src","1"
"BlockClay","ra","Block","net/minecraft/src","1"
"SlotEnchantmentTable","x","InventoryBasic","net/minecraft/src","1"
"RecipeSorter","kn","","net/minecraft/src","1"
"StructureNetherBridgeStart","bd","StructureStart","net/minecraft/src","1"
"Vec3D","bx","","net/minecraft/src","1"
"Packet25EntityPainting","uy","Packet","net/minecraft/src","1"
"IAnimals","ah","","net/minecraft/src","1"
"Packet16BlockItemSwitch","hw","Packet","net/minecraft/src","1"
"NBTBase","ik","","net/minecraft/src","1"
"ContainerBrewingStand","je","Container","net/minecraft/src","1"
"ItemDye","kg","Item","net/minecraft/src","1"
"Packet104WindowItems","ka","Packet","net/minecraft/src","1"
"PotionHealth","ts","Potion","net/minecraft/src","1"
"EntitySnowman","u","EntitySnowmanBase","net/minecraft/src","1"
"PlayerNBTManager","fs","","net/minecraft/src","1"
"BlockFire","xy","Block","net/minecraft/src","1"
"BiomeCache","tz","","net/minecraft/src","1"
"ComponentStrongholdCorridor","nm","ComponentStronghold","net/minecraft/src","1"
"NetworkAcceptThread","qz","","net/minecraft/src","1"
"BlockTorch","un","Block","net/minecraft/src","1"
"StepSoundSand","ak","StepSound","net/minecraft/src","1"
"EnchantmentDamage","kl","Enchantment","net/minecraft/src","1"
"BlockEnchantmentTable","gr","BlockContainer","net/minecraft/src","1"
"BiomeEndDecorator","lv","BiomeDecorator","net/minecraft/src","1"
"ThreadSleepForever","cz","","net/minecraft/src","1"
"WorldGenerator","or","","net/minecraft/src","1"
"BlockGlass","fq","BlockBreakable","net/minecraft/src","1"
"ComponentNetherBridgeStartPiece","pk","ComponentNetherBridgeCrossing3","net/minecraft/src","1"
"WorldServerMulti","gt","WorldServer","net/minecraft/src","1"
"NetHandler","sd","","net/minecraft/src","1"
"EntitySilverfish","vl","EntityMob","net/minecraft/src","1"
"EnchantmentFireAspect","lc","Enchantment","net/minecraft/src","1"
"ConvertProgressUpdater","cv","","net/minecraft/src","1"
"Packet39AttachEntity","nc","Packet","net/minecraft/src","1"
"Packet50PreChunk","re","Packet","net/minecraft/src","1"
"ComponentNetherBridgeCorridor3","ye","ComponentNetherBridgePiece","net/minecraft/src","1"
"EnumCreatureType","la","","net/minecraft/src","1"
"SlotFurnace","ur","Slot","net/minecraft/src","1"
"WorldGenCactus","gf","WorldGenerator","net/minecraft/src","1"
"StatList","jk","","net/minecraft/src","1"
